x,y,z,Bz
0.007424242,-0.008333333,0.001,0.439661176
0.007727273,-0.008333333,0.001,0.433672894
0.008030303,-0.008333333,0.001,0.425630797
0.008333333,-0.008333333,0.001,0.414677543
0.008636364,-0.008333333,0.001,0.399513037
0.008939394,-0.008333333,0.001,0.378210255
0.009242424,-0.008333333,0.001,0.348163191
0.009545455,-0.008333333,0.001,0.306782324
0.009848485,-0.008333333,0.001,0.254090968
0.010151515,-0.008333333,0.001,0.196292647
0.010454545,-0.008333333,0.001,0.143626314
0.010757576,-0.008333333,0.001,0.102294534
0.011060606,-0.008333333,0.001,0.072318395
0.011363636,-0.008333333,0.001,0.051104773
0.011666667,-0.008333333,0.001,0.036042838
0.011969697,-0.008333333,0.001,0.025199392
0.012272727,-0.008333333,0.001,0.017266325
0.012575758,-0.008333333,0.001,0.011376061
0.012878788,-0.008333333,0.001,0.006949212
0.013181818,-0.008333333,0.001,0.003592052
0.013484848,-0.008333333,0.001,0.001031344
0.013787879,-0.008333333,0.001,-0.000926648
0.014090909,-0.008333333,0.001,-0.002422148
0.014393939,-0.008333333,0.001,-0.003558601
0.01469697,-0.008333333,0.001,-0.004413654
0.015,-0.008333333,0.001,-0.005046496
-0.015,-0.008030303,0.001,0.004806888
-0.01469697,-0.008030303,0.001,0.004133366
-0.014393939,-0.008030303,0.001,0.003227594
-0.014090909,-0.008030303,0.001,0.002027687
-0.013787879,-0.008030303,0.001,0.000452524
-0.013484848,-0.008030303,0.001,-0.00160584
-0.013181818,-0.008030303,0.001,-0.004293469
-0.012878788,-0.008030303,0.001,-0.00781167
-0.012575758,-0.008030303,0.001,-0.012443445
-0.012272727,-0.008030303,0.001,-0.018594957
-0.011969697,-0.008030303,0.001,-0.026861014
-0.011666667,-0.008030303,0.001,-0.038127398
-0.011363636,-0.008030303,0.001,-0.053721804
-0.011060606,-0.008030303,0.001,-0.075594796
-0.010757576,-0.008030303,0.001,-0.106365721
-0.010454545,-0.008030303,0.001,-0.148618371
-0.010151515,-0.008030303,0.001,-0.202297226
-0.009848485,-0.008030303,0.001,-0.26114158
-0.009545455,-0.008030303,0.001,-0.314844397
-0.009242424,-0.008030303,0.001,-0.357143974
-0.008939394,-0.008030303,0.001,-0.387982479
-0.008636364,-0.008030303,0.001,-0.409939974
-0.008333333,-0.008030303,0.001,-0.425630797
-0.008030303,-0.008030303,0.001,-0.436999097
-0.007727273,-0.008030303,0.001,-0.44536424
-0.007424242,-0.008030303,0.001,-0.451601369
-0.007121212,-0.008030303,0.001,-0.456292192
-0.006818182,-0.008030303,0.001,-0.459826884
-0.006515152,-0.008030303,0.001,-0.462468647
-0.006212121,-0.008030303,0.001,-0.464394164
-0.005909091,-0.008030303,0.001,-0.465719143
-0.005606061,-0.008030303,0.001,-0.466514078
-0.00530303,-0.008030303,0.001,-0.46681331
-0.005,-0.008030303,0.001,-0.466619736
-0.00469697,-0.008030303,0.001,-0.465906502
-0.004393939,-0.008030303,0.001,-0.464615677
-0.004090909,-0.008030303,0.001,-0.462653387
-0.003787879,-0.008030303,0.001,-0.459881065
-0.003484848,-0.008030303,0.001,-0.456101794
-0.003181818,-0.008030303,0.001,-0.45103894
-0.002878788,-0.008030303,0.001,-0.44430249
-0.002575758,-0.008030303,0.001,-0.43533648
-0.002272727,-0.008030303,0.001,-0.423336606
-0.001969697,-0.008030303,0.001,-0.40711982
-0.001666667,-0.008030303,0.001,-0.384919818
-0.001363636,-0.008030303,0.001,-0.354085063
-0.001060606,-0.008030303,0.001,-0.310717087
-0.000757576,-0.008030303,0.001,-0.249578997
-0.000454545,-0.008030303,0.001,-0.165504136
-0.000151515,-0.008030303,0.001,-0.05860334
0.000151515,-0.008030303,0.001,0.05860334
0.000454545,-0.008030303,0.001,0.165504136
0.000757576,-0.008030303,0.001,0.249578997
0.001060606,-0.008030303,0.001,0.310717087
0.001363636,-0.008030303,0.001,0.354085063
0.001666667,-0.008030303,0.001,0.384919818
0.001969697,-0.008030303,0.001,0.40711982
0.002272727,-0.008030303,0.001,0.423336606
0.002575758,-0.008030303,0.001,0.43533648
0.002878788,-0.008030303,0.001,0.44430249
0.003181818,-0.008030303,0.001,0.45103894
0.003484848,-0.008030303,0.001,0.456101794
0.003787879,-0.008030303,0.001,0.459881065
0.004090909,-0.008030303,0.001,0.462653387
0.004393939,-0.008030303,0.001,0.464615677
0.00469697,-0.008030303,0.001,0.465906502
0.005,-0.008030303,0.001,0.466619736
0.00530303,-0.008030303,0.001,0.46681331
0.005606061,-0.008030303,0.001,0.466514078
0.005909091,-0.008030303,0.001,0.465719143
0.006212121,-0.008030303,0.001,0.464394164
0.006515152,-0.008030303,0.001,0.462468647
0.006818182,-0.008030303,0.001,0.459826884
0.007121212,-0.008030303,0.001,0.456292192
0.007424242,-0.008030303,0.001,0.451601369
0.007727273,-0.008030303,0.001,0.44536424
0.008030303,-0.008030303,0.001,0.436999097
0.008333333,-0.008030303,0.001,0.425630797
0.008636364,-0.008030303,0.001,0.409939974
0.008939394,-0.008030303,0.001,0.387982479
0.009242424,-0.008030303,0.001,0.357143974
0.009545455,-0.008030303,0.001,0.314844397
0.009848485,-0.008030303,0.001,0.26114158
0.010151515,-0.008030303,0.001,0.202297226
0.010454545,-0.008030303,0.001,0.148618371
0.010757576,-0.008030303,0.001,0.106365721
0.011060606,-0.008030303,0.001,0.075594796
0.011363636,-0.008030303,0.001,0.053721804
0.011666667,-0.008030303,0.001,0.038127398
0.011969697,-0.008030303,0.001,0.026861014
0.012272727,-0.008030303,0.001,0.018594957
0.012575758,-0.008030303,0.001,0.012443445
0.012878788,-0.008030303,0.001,0.00781167
0.013181818,-0.008030303,0.001,0.004293469
0.013484848,-0.008030303,0.001,0.00160584
0.013787879,-0.008030303,0.001,-0.000452524
0.014090909,-0.008030303,0.001,-0.002027687
0.014393939,-0.008030303,0.001,-0.003227594
0.01469697,-0.008030303,0.001,-0.004133366
0.015,-0.008030303,0.001,-0.004806888
-0.015,-0.007727273,0.001,0.004563461
-0.01469697,-0.007727273,0.001,0.003852887
-0.014393939,-0.007727273,0.001,0.002901324
-0.014090909,-0.007727273,0.001,0.001644654
-0.013787879,-0.007727273,0.001,-1.07E-06
-0.013484848,-0.007727273,0.001,-0.002147382
-0.013181818,-0.007727273,0.001,-0.004944841
-0.012878788,-0.007727273,0.001,-0.008600406
-0.012575758,-0.007727273,0.001,-0.013404059
-0.012272727,-0.007727273,0.001,-0.0197704
-0.011969697,-0.007727273,0.001,-0.028304044
-0.011666667,-0.007727273,0.001,-0.039901421
-0.011363636,-0.007727273,0.001,-0.055900428
-0.011060606,-0.007727273,0.001,-0.07825898
-0.010757576,-0.007727273,0.001,-0.109597387
-0.010454545,-0.007727273,0.001,-0.152490117
-0.010151515,-0.007727273,0.001,-0.206859768
-0.009848485,-0.007727273,0.001,-0.266412921
-0.009545455,-0.007727273,0.001,-0.320805439
-0.009242424,-0.007727273,0.001,-0.363742866
-0.008939394,-0.007727273,0.001,-0.395145417
-0.008636364,-0.007727273,0.001,-0.417583714
-0.008333333,-0.007727273,0.001,-0.433672894
-0.008030303,-0.007727273,0.001,-0.44536424
-0.007727273,-0.007727273,0.001,-0.453987037
-0.007424242,-0.007727273,0.001,-0.460426716
-0.007121212,-0.007727273,0.001,-0.465274335
-0.006818182,-0.007727273,0.001,-0.468927934
-0.006515152,-0.007727273,0.001,-0.471656975
-0.006212121,-0.007727273,0.001,-0.473642888
-0.005909091,-0.007727273,0.001,-0.475004763
-0.005606061,-0.007727273,0.001,-0.475815258
-0.00530303,-0.007727273,0.001,-0.47610977
-0.005,-0.007727273,0.001,-0.475891203
-0.00469697,-0.007727273,0.001,-0.475131668
-0.004393939,-0.007727273,0.001,-0.473771097
-0.004090909,-0.007727273,0.001,-0.471712253
-0.003787879,-0.007727273,0.001,-0.468811795
-0.003484848,-0.007727273,0.001,-0.464866357
-0.003181818,-0.007727273,0.001,-0.459590843
-0.002878788,-0.007727273,0.001,-0.452584394
-0.002575758,-0.007727273,0.001,-0.443277432
-0.002272727,-0.007727273,0.001,-0.430849056
-0.001969697,-0.007727273,0.001,-0.414096824
-0.001666667,-0.007727273,0.001,-0.391233295
-0.001363636,-0.007727273,0.001,-0.359586652
-0.001060606,-0.007727273,0.001,-0.315243805
-0.000757576,-0.007727273,0.001,-0.252965989
-0.000454545,-0.007727273,0.001,-0.167605211
-0.000151515,-0.007727273,0.001,-0.059316052
0.000151515,-0.007727273,0.001,0.059316052
0.000454545,-0.007727273,0.001,0.167605211
0.000757576,-0.007727273,0.001,0.252965989
0.001060606,-0.007727273,0.001,0.315243805
0.001363636,-0.007727273,0.001,0.359586652
0.001666667,-0.007727273,0.001,0.391233295
0.001969697,-0.007727273,0.001,0.414096824
0.002272727,-0.007727273,0.001,0.430849056
0.002575758,-0.007727273,0.001,0.443277432
0.002878788,-0.007727273,0.001,0.452584394
0.003181818,-0.007727273,0.001,0.459590843
0.003484848,-0.007727273,0.001,0.464866357
0.003787879,-0.007727273,0.001,0.468811795
0.004090909,-0.007727273,0.001,0.471712253
0.004393939,-0.007727273,0.001,0.473771097
0.00469697,-0.007727273,0.001,0.475131668
0.005,-0.007727273,0.001,0.475891203
0.00530303,-0.007727273,0.001,0.47610977
0.005606061,-0.007727273,0.001,0.475815258
0.005909091,-0.007727273,0.001,0.475004763
0.006212121,-0.007727273,0.001,0.473642888
0.006515152,-0.007727273,0.001,0.471656975
0.006818182,-0.007727273,0.001,0.468927934
0.007121212,-0.007727273,0.001,0.465274335
0.007424242,-0.007727273,0.001,0.460426716
0.007727273,-0.007727273,0.001,0.453987037
0.008030303,-0.007727273,0.001,0.44536424
0.008333333,-0.007727273,0.001,0.433672894
0.008636364,-0.007727273,0.001,0.417583714
0.008939394,-0.007727273,0.001,0.395145417
0.009242424,-0.007727273,0.001,0.363742866
0.009545455,-0.007727273,0.001,0.320805439
0.009848485,-0.007727273,0.001,0.266412921
0.010151515,-0.007727273,0.001,0.206859768
0.010454545,-0.007727273,0.001,0.152490117
0.010757576,-0.007727273,0.001,0.109597387
0.011060606,-0.007727273,0.001,0.07825898
0.011363636,-0.007727273,0.001,0.055900428
0.011666667,-0.007727273,0.001,0.039901421
0.011969697,-0.007727273,0.001,0.028304044
0.012272727,-0.007727273,0.001,0.0197704
0.012575758,-0.007727273,0.001,0.013404059
0.012878788,-0.007727273,0.001,0.008600406
0.013181818,-0.007727273,0.001,0.004944841
0.013484848,-0.007727273,0.001,0.002147382
0.013787879,-0.007727273,0.001,1.07E-06
0.014090909,-0.007727273,0.001,-0.001644654
0.014393939,-0.007727273,0.001,-0.002901324
0.01469697,-0.007727273,0.001,-0.003852887
0.015,-0.007727273,0.001,-0.004563461
-0.015,-0.007424242,0.001,0.004317236
-0.01469697,-0.007424242,0.001,0.003573443
-0.014393939,-0.007424242,0.001,0.002581221
-0.014090909,-0.007424242,0.001,0.001274639
-0.013787879,-0.007424242,0.001,-0.000432502
-0.013484848,-0.007424242,0.001,-0.0026545
-0.013181818,-0.007424242,0.001,-0.005545328
-0.012878788,-0.007424242,0.001,-0.00931605
-0.012575758,-0.007424242,0.001,-0.014261523
-0.012272727,-0.007424242,0.001,-0.020801932
-0.011969697,-0.007424242,0.001,-0.029547978
-0.011666667,-0.007424242,0.001,-0.041402152
-0.011363636,-0.007424242,0.001,-0.057707438
-0.011060606,-0.007424242,0.001,-0.080424412
-0.010757576,-0.007424242,0.001,-0.112171811
-0.010454545,-0.007424242,0.001,-0.155516658
-0.010151515,-0.007424242,0.001,-0.210367619
-0.009848485,-0.007424242,0.001,-0.270412119
-0.009545455,-0.007424242,0.001,-0.32528482
-0.009242424,-0.007424242,0.001,-0.368672082
-0.008939394,-0.007424242,0.001,-0.400480121
-0.008636364,-0.007424242,0.001,-0.423272011
-0.008333333,-0.007424242,0.001,-0.439661176
-0.008030303,-0.007424242,0.001,-0.451601369
-0.007727273,-0.007424242,0.001,-0.460426716
-0.007424242,-0.007424242,0.001,-0.467028393
-0.007121212,-0.007424242,0.001,-0.472003147
-0.006818182,-0.007424242,0.001,-0.475754106
-0.006515152,-0.007424242,0.001,-0.478554978
-0.006212121,-0.007424242,0.001,-0.480590525
-0.005909091,-0.007424242,0.001,-0.481982264
-0.005606061,-0.007424242,0.001,-0.482804416
-0.00530303,-0.007424242,0.001,-0.483093118
-0.005,-0.007424242,0.001,-0.482851203
-0.00469697,-0.007424242,0.001,-0.482049898
-0.004393939,-0.007424242,0.001,-0.480627384
-0.004090909,-0.007424242,0.001,-0.478483737
-0.003787879,-0.007424242,0.001,-0.475471869
-0.003484848,-0.007424242,0.001,-0.47138346
-0.003181818,-0.007424242,0.001,-0.465927097
-0.002878788,-0.007424242,0.001,-0.45869408
-0.002575758,-0.007424242,0.001,-0.449105391
-0.002272727,-0.007424242,0.001,-0.436329195
-0.001969697,-0.007424242,0.001,-0.419151063
-0.001666667,-0.007424242,0.001,-0.395771576
-0.001363636,-0.007424242,0.001,-0.36350885
-0.001060606,-0.007424242,0.001,-0.318444542
-0.000757576,-0.007424242,0.001,-0.25534307
-0.000454545,-0.007424242,0.001,-0.169071354
-0.000151515,-0.007424242,0.001,-0.059811821
0.000151515,-0.007424242,0.001,0.059811821
0.000454545,-0.007424242,0.001,0.169071354
0.000757576,-0.007424242,0.001,0.25534307
0.001060606,-0.007424242,0.001,0.318444542
0.001363636,-0.007424242,0.001,0.36350885
0.001666667,-0.007424242,0.001,0.395771576
0.001969697,-0.007424242,0.001,0.419151063
0.002272727,-0.007424242,0.001,0.436329195
0.002575758,-0.007424242,0.001,0.449105391
0.002878788,-0.007424242,0.001,0.45869408
0.003181818,-0.007424242,0.001,0.465927097
0.003484848,-0.007424242,0.001,0.47138346
0.003787879,-0.007424242,0.001,0.475471869
0.004090909,-0.007424242,0.001,0.478483737
0.004393939,-0.007424242,0.001,0.480627384
0.00469697,-0.007424242,0.001,0.482049898
0.005,-0.007424242,0.001,0.482851203
0.00530303,-0.007424242,0.001,0.483093118
0.005606061,-0.007424242,0.001,0.482804416
0.005909091,-0.007424242,0.001,0.481982264
0.006212121,-0.007424242,0.001,0.480590525
0.006515152,-0.007424242,0.001,0.478554978
0.006818182,-0.007424242,0.001,0.475754106
0.007121212,-0.007424242,0.001,0.472003147
0.007424242,-0.007424242,0.001,0.467028393
0.007727273,-0.007424242,0.001,0.460426716
0.008030303,-0.007424242,0.001,0.451601369
0.008333333,-0.007424242,0.001,0.439661176
0.008636364,-0.007424242,0.001,0.423272011
0.008939394,-0.007424242,0.001,0.400480121
0.009242424,-0.007424242,0.001,0.368672082
0.009545455,-0.007424242,0.001,0.32528482
0.009848485,-0.007424242,0.001,0.270412119
0.010151515,-0.007424242,0.001,0.210367619
0.010454545,-0.007424242,0.001,0.155516658
0.010757576,-0.007424242,0.001,0.112171811
0.011060606,-0.007424242,0.001,0.080424412
0.011363636,-0.007424242,0.001,0.057707438
0.011666667,-0.007424242,0.001,0.041402152
0.011969697,-0.007424242,0.001,0.029547978
0.012272727,-0.007424242,0.001,0.020801932
0.012575758,-0.007424242,0.001,0.014261523
0.012878788,-0.007424242,0.001,0.00931605
0.013181818,-0.007424242,0.001,0.005545328
0.013484848,-0.007424242,0.001,0.0026545
0.013787879,-0.007424242,0.001,0.000432502
0.014090909,-0.007424242,0.001,-0.001274639
0.014393939,-0.007424242,0.001,-0.002581221
0.01469697,-0.007424242,0.001,-0.003573443
0.015,-0.007424242,0.001,-0.004317236
-0.015,-0.007121212,0.001,0.00406908
-0.01469697,-0.007121212,0.001,0.003296027
-0.014393939,-0.007121212,0.001,0.002268369
-0.014090909,-0.007121212,0.001,0.000918736
-0.013787879,-0.007121212,0.001,-0.000840818
-0.013484848,-0.007121212,0.001,-0.0031267
-0.013181818,-0.007121212,0.001,-0.006095392
-0.012878788,-0.007121212,0.001,-0.009960892
-0.012575758,-0.007121212,0.001,-0.015021393
-0.012272727,-0.007121212,0.001,-0.021700714
-0.011969697,-0.007121212,0.001,-0.030613263
-0.011666667,-0.007121212,0.001,-0.042664898
-0.011363636,-0.007121212,0.001,-0.059200999
-0.011060606,-0.007121212,0.001,-0.082182735
-0.010757576,-0.007121212,0.001,-0.11422673
-0.010454545,-0.007121212,0.001,-0.157894498
-0.010151515,-0.007121212,0.001,-0.213085729
-0.009848485,-0.007121212,0.001,-0.27347622
-0.009545455,-0.007121212,0.001,-0.328688042
-0.009242424,-0.007121212,0.001,-0.372395902
-0.008939394,-0.007121212,0.001,-0.404496982
-0.008636364,-0.007121212,0.001,-0.427548764
-0.008333333,-0.007121212,0.001,-0.444162439
-0.008030303,-0.007121212,0.001,-0.456292192
-0.007727273,-0.007121212,0.001,-0.465274335
-0.007424242,-0.007121212,0.001,-0.472003147
-0.007121212,-0.007121212,0.001,-0.477078745
-0.006818182,-0.007121212,0.001,-0.480907467
-0.006515152,-0.007121212,0.001,-0.483765831
-0.006212121,-0.007121212,0.001,-0.485840875
-0.005909091,-0.007121212,0.001,-0.487255807
-0.005606061,-0.007121212,0.001,-0.488085945
-0.00530303,-0.007121212,0.001,-0.488367917
-0.005,-0.007121212,0.001,-0.488104443
-0.00469697,-0.007121212,0.001,-0.487266011
-0.004393939,-0.007121212,0.001,-0.485789406
-0.004090909,-0.007121212,0.001,-0.483572601
-0.003787879,-0.007121212,0.001,-0.480465633
-0.003484848,-0.007121212,0.001,-0.476256468
-0.003181818,-0.007121212,0.001,-0.470649073
-0.002878788,-0.007121212,0.001,-0.4632292
-0.002575758,-0.007121212,0.001,-0.45341142
-0.002272727,-0.007121212,0.001,-0.440356827
-0.001969697,-0.007121212,0.001,-0.422843737
-0.001666667,-0.007121212,0.001,-0.399066112
-0.001363636,-0.007121212,0.001,-0.366337363
-0.001060606,-0.007121212,0.001,-0.320738023
-0.000757576,-0.007121212,0.001,-0.257036774
-0.000454545,-0.007121212,0.001,-0.170111555
-0.000151515,-0.007121212,0.001,-0.060162743
0.000151515,-0.007121212,0.001,0.060162743
0.000454545,-0.007121212,0.001,0.170111555
0.000757576,-0.007121212,0.001,0.257036774
0.001060606,-0.007121212,0.001,0.320738023
0.001363636,-0.007121212,0.001,0.366337363
0.001666667,-0.007121212,0.001,0.399066112
0.001969697,-0.007121212,0.001,0.422843737
0.002272727,-0.007121212,0.001,0.440356827
0.002575758,-0.007121212,0.001,0.45341142
0.002878788,-0.007121212,0.001,0.4632292
0.003181818,-0.007121212,0.001,0.470649073
0.003484848,-0.007121212,0.001,0.476256468
0.003787879,-0.007121212,0.001,0.480465633
0.004090909,-0.007121212,0.001,0.483572601
0.004393939,-0.007121212,0.001,0.485789406
0.00469697,-0.007121212,0.001,0.487266011
0.005,-0.007121212,0.001,0.488104443
0.00530303,-0.007121212,0.001,0.488367917
0.005606061,-0.007121212,0.001,0.488085945
0.005909091,-0.007121212,0.001,0.487255807
0.006212121,-0.007121212,0.001,0.485840875
0.006515152,-0.007121212,0.001,0.483765831
0.006818182,-0.007121212,0.001,0.480907467
0.007121212,-0.007121212,0.001,0.477078745
0.007424242,-0.007121212,0.001,0.472003147
0.007727273,-0.007121212,0.001,0.465274335
0.008030303,-0.007121212,0.001,0.456292192
0.008333333,-0.007121212,0.001,0.444162439
0.008636364,-0.007121212,0.001,0.427548764
0.008939394,-0.007121212,0.001,0.404496982
0.009242424,-0.007121212,0.001,0.372395902
0.009545455,-0.007121212,0.001,0.328688042
0.009848485,-0.007121212,0.001,0.27347622
0.010151515,-0.007121212,0.001,0.213085729
0.010454545,-0.007121212,0.001,0.157894498
0.010757576,-0.007121212,0.001,0.11422673
0.011060606,-0.007121212,0.001,0.082182735
0.011363636,-0.007121212,0.001,0.059200999
0.011666667,-0.007121212,0.001,0.042664898
0.011969697,-0.007121212,0.001,0.030613263
0.012272727,-0.007121212,0.001,0.021700714
0.012575758,-0.007121212,0.001,0.015021393
0.012878788,-0.007121212,0.001,0.009960892
0.013181818,-0.007121212,0.001,0.006095392
0.013484848,-0.007121212,0.001,0.0031267
0.013787879,-0.007121212,0.001,0.000840818
0.014090909,-0.007121212,0.001,-0.000918736
0.014393939,-0.007121212,0.001,-0.002268369
0.01469697,-0.007121212,0.001,-0.003296027
0.015,-0.007121212,0.001,-0.00406908
-0.015,-0.006818182,0.001,0.003819759
-0.01469697,-0.006818182,0.001,0.003021473
-0.014393939,-0.006818182,0.001,0.001963615
-0.014090909,-0.006818182,0.001,0.000577704
-0.013787879,-0.006818182,0.001,-0.001225532
-0.013484848,-0.006818182,0.001,-0.003564064
-0.013181818,-0.006818182,0.001,-0.006596189
-0.012878788,-0.006818182,0.001,-0.010537961
-0.012575758,-0.006818182,0.001,-0.015689816
-0.012272727,-0.006818182,0.001,-0.022477905
-0.011969697,-0.006818182,0.001,-0.031518858
-0.011666667,-0.006818182,0.001,-0.043720361
-0.011363636,-0.006818182,0.001,-0.060428822
-0.011060606,-0.006818182,0.001,-0.083605179
-0.010757576,-0.006818182,0.001,-0.115864111
-0.010454545,-0.006818182,0.001,-0.15976321
-0.010151515,-0.006818182,0.001,-0.215196318
-0.009848485,-0.006818182,0.001,-0.275831985
-0.009545455,-0.006818182,0.001,-0.33128452
-0.009242424,-0.006818182,0.001,-0.375221358
-0.008939394,-0.006818182,0.001,-0.407533792
-0.008636364,-0.006818182,0.001,-0.430775312
-0.008333333,-0.006818182,0.001,-0.447555069
-0.008030303,-0.006818182,0.001,-0.459826884
-0.007727273,-0.006818182,0.001,-0.468927934
-0.007424242,-0.006818182,0.001,-0.475754106
-0.007121212,-0.006818182,0.001,-0.480907467
-0.006818182,-0.006818182,0.001,-0.484796345
-0.006515152,-0.006818182,0.001,-0.48769907
-0.006212121,-0.006818182,0.001,-0.489804203
-0.005909091,-0.006818182,0.001,-0.491236104
-0.005606061,-0.006818182,0.001,-0.492070836
-0.00530303,-0.006818182,0.001,-0.492345343
-0.005,-0.006818182,0.001,-0.492062216
-0.00469697,-0.006818182,0.001,-0.491191344
-0.004393939,-0.006818182,0.001,-0.489668429
-0.004090909,-0.006818182,0.001,-0.487389838
-0.003787879,-0.006818182,0.001,-0.484203454
-0.003484848,-0.006818182,0.001,-0.479894518
-0.003181818,-0.006818182,0.001,-0.474163689
-0.002878788,-0.006818182,0.001,-0.466592871
-0.002575758,-0.006818182,0.001,-0.456592349
-0.002272727,-0.006818182,0.001,-0.443318718
-0.001969697,-0.006818182,0.001,-0.425545973
-0.001666667,-0.006818182,0.001,-0.401464519
-0.001363636,-0.006818182,0.001,-0.368385775
-0.001060606,-0.006818182,0.001,-0.322390786
-0.000757576,-0.006818182,0.001,-0.258252145
-0.000454545,-0.006818182,0.001,-0.170855649
-0.000151515,-0.006818182,0.001,-0.060413352
0.000151515,-0.006818182,0.001,0.060413352
0.000454545,-0.006818182,0.001,0.170855649
0.000757576,-0.006818182,0.001,0.258252145
0.001060606,-0.006818182,0.001,0.322390786
0.001363636,-0.006818182,0.001,0.368385775
0.001666667,-0.006818182,0.001,0.401464519
0.001969697,-0.006818182,0.001,0.425545973
0.002272727,-0.006818182,0.001,0.443318718
0.002575758,-0.006818182,0.001,0.456592349
0.002878788,-0.006818182,0.001,0.466592871
0.003181818,-0.006818182,0.001,0.474163689
0.003484848,-0.006818182,0.001,0.479894518
0.003787879,-0.006818182,0.001,0.484203454
0.004090909,-0.006818182,0.001,0.487389838
0.004393939,-0.006818182,0.001,0.489668429
0.00469697,-0.006818182,0.001,0.491191344
0.005,-0.006818182,0.001,0.492062216
0.00530303,-0.006818182,0.001,0.492345343
0.005606061,-0.006818182,0.001,0.492070836
0.005909091,-0.006818182,0.001,0.491236104
0.006212121,-0.006818182,0.001,0.489804203
0.006515152,-0.006818182,0.001,0.48769907
0.006818182,-0.006818182,0.001,0.484796345
0.007121212,-0.006818182,0.001,0.480907467
0.007424242,-0.006818182,0.001,0.475754106
0.007727273,-0.006818182,0.001,0.468927934
0.008030303,-0.006818182,0.001,0.459826884
0.008333333,-0.006818182,0.001,0.447555069
0.008636364,-0.006818182,0.001,0.430775312
0.008939394,-0.006818182,0.001,0.407533792
0.009242424,-0.006818182,0.001,0.375221358
0.009545455,-0.006818182,0.001,0.33128452
0.009848485,-0.006818182,0.001,0.275831985
0.010151515,-0.006818182,0.001,0.215196318
0.010454545,-0.006818182,0.001,0.15976321
0.010757576,-0.006818182,0.001,0.115864111
0.011060606,-0.006818182,0.001,0.083605179
0.011363636,-0.006818182,0.001,0.060428822
0.011666667,-0.006818182,0.001,0.043720361
0.011969697,-0.006818182,0.001,0.031518858
0.012272727,-0.006818182,0.001,0.022477905
0.012575758,-0.006818182,0.001,0.015689816
0.012878788,-0.006818182,0.001,0.010537961
0.013181818,-0.006818182,0.001,0.006596189
0.013484848,-0.006818182,0.001,0.003564064
0.013787879,-0.006818182,0.001,0.001225532
0.014090909,-0.006818182,0.001,-0.000577704
0.014393939,-0.006818182,0.001,-0.001963615
0.01469697,-0.006818182,0.001,-0.003021473
0.015,-0.006818182,0.001,-0.003819759
-0.015,-0.006515152,0.001,0.003569989
-0.01469697,-0.006515152,0.001,0.002750535
-0.014393939,-0.006515152,0.001,0.001667689
-0.014090909,-0.006515152,0.001,0.000252145
-0.013787879,-0.006515152,0.001,-0.001586345
-0.013484848,-0.006515152,0.001,-0.003966882
-0.013181818,-0.006515152,0.001,-0.007049044
-0.012878788,-0.006515152,0.001,-0.011050292
-0.012575758,-0.006515152,0.001,-0.016272548
-0.012272727,-0.006515152,0.001,-0.023143434
-0.011969697,-0.006515152,0.001,-0.032280896
-0.011666667,-0.006515152,0.001,-0.044593584
-0.011363636,-0.006515152,0.001,-0.061428275
-0.011060606,-0.006515152,0.001,-0.084745423
-0.010757576,-0.006515152,0.001,-0.117158149
-0.010454545,-0.006515152,0.001,-0.161221315
-0.010151515,-0.006515152,0.001,-0.216824956
-0.009848485,-0.006515152,0.001,-0.277633026
-0.009545455,-0.006515152,0.001,-0.333254917
-0.009242424,-0.006515152,0.001,-0.377353454
-0.008939394,-0.006515152,0.001,-0.40981609
-0.008636364,-0.006515152,0.001,-0.433193534
-0.008333333,-0.006515152,0.001,-0.450093306
-0.008030303,-0.006515152,0.001,-0.462468647
-0.007727273,-0.006515152,0.001,-0.471656975
-0.007424242,-0.006515152,0.001,-0.478554978
-0.007121212,-0.006515152,0.001,-0.483765831
-0.006818182,-0.006515152,0.001,-0.48769907
-0.006515152,-0.006515152,0.001,-0.490634183
-0.006212121,-0.006515152,0.001,-0.492760726
-0.005909091,-0.006515152,0.001,-0.49420383
-0.005606061,-0.006515152,0.001,-0.495040057
-0.00530303,-0.006515152,0.001,-0.495306547
-0.005,-0.006515152,0.001,-0.495005771
-0.00469697,-0.006515152,0.001,-0.494107154
-0.004393939,-0.006515152,0.001,-0.492545584
-0.004090909,-0.006515152,0.001,-0.490216241
-0.003787879,-0.006515152,0.001,-0.486965442
-0.003484848,-0.006515152,0.001,-0.482576473
-0.003181818,-0.006515152,0.001,-0.476747682
-0.002878788,-0.006515152,0.001,-0.469058354
-0.002575758,-0.006515152,0.001,-0.458915956
-0.002272727,-0.006515152,0.001,-0.445474264
-0.001969697,-0.006515152,0.001,-0.427504735
-0.001666667,-0.006515152,0.001,-0.403195916
-0.001363636,-0.006515152,0.001,-0.369858535
-0.001060606,-0.006515152,0.001,-0.323574642
-0.000757576,-0.006515152,0.001,-0.259119963
-0.000454545,-0.006515152,0.001,-0.171385757
-0.000151515,-0.006515152,0.001,-0.060591688
0.000151515,-0.006515152,0.001,0.060591688
0.000454545,-0.006515152,0.001,0.171385757
0.000757576,-0.006515152,0.001,0.259119963
0.001060606,-0.006515152,0.001,0.323574642
0.001363636,-0.006515152,0.001,0.369858535
0.001666667,-0.006515152,0.001,0.403195916
0.001969697,-0.006515152,0.001,0.427504735
0.002272727,-0.006515152,0.001,0.445474264
