x,y,z,fy
0.000151515,-0.01469697,0.001,-0.002856126
0.000454545,-0.01469697,0.001,-0.008541714
0.000757576,-0.01469697,0.001,-0.014148211
0.001060606,-0.01469697,0.001,-0.01962582
0.001363636,-0.01469697,0.001,-0.024928843
0.001666667,-0.01469697,0.001,-0.030016781
0.001969697,-0.01469697,0.001,-0.034855011
0.002272727,-0.01469697,0.001,-0.039415043
0.002575758,-0.01469697,0.001,-0.043674397
0.002878788,-0.01469697,0.001,-0.047616204
0.003181818,-0.01469697,0.001,-0.051228603
0.003484848,-0.01469697,0.001,-0.05450404
0.003787879,-0.01469697,0.001,-0.057438532
0.004090909,-0.01469697,0.001,-0.060030966
0.004393939,-0.01469697,0.001,-0.062282457
0.00469697,-0.01469697,0.001,-0.064195805
0.005,-0.01469697,0.001,-0.065775058
0.00530303,-0.01469697,0.001,-0.067025183
0.005606061,-0.01469697,0.001,-0.067951847
0.005909091,-0.01469697,0.001,-0.068561311
0.006212121,-0.01469697,0.001,-0.06886042
0.006515152,-0.01469697,0.001,-0.068856689
0.006818182,-0.01469697,0.001,-0.068558476
0.007121212,-0.01469697,0.001,-0.067975231
0.007424242,-0.01469697,0.001,-0.067117793
0.007727273,-0.01469697,0.001,-0.065998723
0.008030303,-0.01469697,0.001,-0.064632636
0.008333333,-0.01469697,0.001,-0.06303649
0.008636364,-0.01469697,0.001,-0.061229779
0.008939394,-0.01469697,0.001,-0.059234601
0.009242424,-0.01469697,0.001,-0.05707553
0.009545455,-0.01469697,0.001,-0.054779293
0.009848485,-0.01469697,0.001,-0.052374221
0.010151515,-0.01469697,0.001,-0.049889534
0.010454545,-0.01469697,0.001,-0.047354487
0.010757576,-0.01469697,0.001,-0.044797474
0.011060606,-0.01469697,0.001,-0.042245184
0.011363636,-0.01469697,0.001,-0.039721875
0.011666667,-0.01469697,0.001,-0.037248832
0.011969697,-0.01469697,0.001,-0.034844044
0.012272727,-0.01469697,0.001,-0.032522088
0.012575758,-0.01469697,0.001,-0.030294197
0.012878788,-0.01469697,0.001,-0.028168478
0.013181818,-0.01469697,0.001,-0.026150226
0.013484848,-0.01469697,0.001,-0.024242291
0.013787879,-0.01469697,0.001,-0.022445469
0.014090909,-0.01469697,0.001,-0.020758877
0.014393939,-0.01469697,0.001,-0.019180308
0.01469697,-0.01469697,0.001,-0.017706539
0.015,-0.01469697,0.001,-0.016333602
-0.015,-0.014393939,0.001,0.016886744
-0.01469697,-0.014393939,0.001,0.018356141
-0.014393939,-0.014393939,0.001,0.019939777
-0.014090909,-0.014393939,0.001,0.021643117
-0.013787879,-0.014393939,0.001,0.023470936
-0.013484848,-0.014393939,0.001,0.025427002
-0.013181818,-0.014393939,0.001,0.0275137
-0.012878788,-0.014393939,0.001,0.029731592
-0.012575758,-0.014393939,0.001,0.032078928
-0.012272727,-0.014393939,0.001,0.03455112
-0.011969697,-0.014393939,0.001,0.037140222
-0.011666667,-0.014393939,0.001,0.039834456
-0.011363636,-0.014393939,0.001,0.042617857
-0.011060606,-0.014393939,0.001,0.045470095
-0.010757576,-0.014393939,0.001,0.048366554
-0.010454545,-0.014393939,0.001,0.051278712
-0.010151515,-0.014393939,0.001,0.054174832
-0.009848485,-0.014393939,0.001,0.057020934
-0.009545455,-0.014393939,0.001,0.059781958
-0.009242424,-0.014393939,0.001,0.062422997
-0.008939394,-0.014393939,0.001,0.064910457
-0.008636364,-0.014393939,0.001,0.067213024
-0.008333333,-0.014393939,0.001,0.069302359
-0.008030303,-0.014393939,0.001,0.071153465
-0.007727273,-0.014393939,0.001,0.072744768
-0.007424242,-0.014393939,0.001,0.07405794
-0.007121212,-0.014393939,0.001,0.075077545
-0.006818182,-0.014393939,0.001,0.075790585
-0.006515152,-0.014393939,0.001,0.076185998
-0.006212121,-0.014393939,0.001,0.076254178
-0.005909091,-0.014393939,0.001,0.075986546
-0.005606061,-0.014393939,0.001,0.075375204
-0.00530303,-0.014393939,0.001,0.074412685
-0.005,-0.014393939,0.001,0.07309182
-0.00469697,-0.014393939,0.001,0.071405714
-0.004393939,-0.014393939,0.001,0.06934786
-0.004090909,-0.014393939,0.001,0.066912379
-0.003787879,-0.014393939,0.001,0.064094405
-0.003484848,-0.014393939,0.001,0.060890617
-0.003181818,-0.014393939,0.001,0.057299917
-0.002878788,-0.014393939,0.001,0.053324247
-0.002575758,-0.014393939,0.001,0.048969528
-0.002272727,-0.014393939,0.001,0.044246671
-0.001969697,-0.014393939,0.001,0.039172585
-0.001666667,-0.014393939,0.001,0.033771102
-0.001363636,-0.014393939,0.001,0.028073669
-0.001060606,-0.014393939,0.001,0.02211967
-0.000757576,-0.014393939,0.001,0.015956256
-0.000454545,-0.014393939,0.001,0.009637558
-0.000151515,-0.014393939,0.001,0.003223278
0.000151515,-0.014393939,0.001,-0.003223278
0.000454545,-0.014393939,0.001,-0.009637558
0.000757576,-0.014393939,0.001,-0.015956256
0.001060606,-0.014393939,0.001,-0.02211967
0.001363636,-0.014393939,0.001,-0.028073669
0.001666667,-0.014393939,0.001,-0.033771102
0.001969697,-0.014393939,0.001,-0.039172585
0.002272727,-0.014393939,0.001,-0.044246671
0.002575758,-0.014393939,0.001,-0.048969528
0.002878788,-0.014393939,0.001,-0.053324247
0.003181818,-0.014393939,0.001,-0.057299917
0.003484848,-0.014393939,0.001,-0.060890617
0.003787879,-0.014393939,0.001,-0.064094405
0.004090909,-0.014393939,0.001,-0.066912379
0.004393939,-0.014393939,0.001,-0.06934786
0.00469697,-0.014393939,0.001,-0.071405714
0.005,-0.014393939,0.001,-0.07309182
0.00530303,-0.014393939,0.001,-0.074412685
0.005606061,-0.014393939,0.001,-0.075375204
0.005909091,-0.014393939,0.001,-0.075986546
0.006212121,-0.014393939,0.001,-0.076254178
0.006515152,-0.014393939,0.001,-0.076185998
0.006818182,-0.014393939,0.001,-0.075790585
0.007121212,-0.014393939,0.001,-0.075077545
0.007424242,-0.014393939,0.001,-0.07405794
0.007727273,-0.014393939,0.001,-0.072744768
0.008030303,-0.014393939,0.001,-0.071153465
0.008333333,-0.014393939,0.001,-0.069302359
0.008636364,-0.014393939,0.001,-0.067213024
0.008939394,-0.014393939,0.001,-0.064910457
0.009242424,-0.014393939,0.001,-0.062422997
0.009545455,-0.014393939,0.001,-0.059781958
0.009848485,-0.014393939,0.001,-0.057020934
0.010151515,-0.014393939,0.001,-0.054174832
0.010454545,-0.014393939,0.001,-0.051278712
0.010757576,-0.014393939,0.001,-0.048366554
0.011060606,-0.014393939,0.001,-0.045470095
0.011363636,-0.014393939,0.001,-0.042617857
0.011666667,-0.014393939,0.001,-0.039834456
0.011969697,-0.014393939,0.001,-0.037140222
0.012272727,-0.014393939,0.001,-0.03455112
0.012575758,-0.014393939,0.001,-0.032078928
0.012878788,-0.014393939,0.001,-0.029731592
0.013181818,-0.014393939,0.001,-0.0275137
0.013484848,-0.014393939,0.001,-0.025427002
0.013787879,-0.014393939,0.001,-0.023470936
0.014090909,-0.014393939,0.001,-0.021643117
0.014393939,-0.014393939,0.001,-0.019939777
0.01469697,-0.014393939,0.001,-0.018356141
0.015,-0.014393939,0.001,-0.016886744
-0.015,-0.014090909,0.001,0.017414682
-0.01469697,-0.014090909,0.001,0.018983543
-0.014393939,-0.014090909,0.001,0.020681419
-0.014090909,-0.014090909,0.001,0.022515615
-0.013787879,-0.014090909,0.001,0.024492859
-0.013484848,-0.014090909,0.001,0.026618942
-0.013181818,-0.014090909,0.001,0.028898269
-0.012878788,-0.014090909,0.001,0.031333322
-0.012575758,-0.014090909,0.001,0.033924026
-0.012272727,-0.014090909,0.001,0.036667049
-0.011969697,-0.014090909,0.001,0.039555072
-0.011666667,-0.014090909,0.001,0.042576086
-0.011363636,-0.014090909,0.001,0.045712808
-0.011060606,-0.014090909,0.001,0.048942326
-0.010757576,-0.014090909,0.001,0.052236092
-0.010454545,-0.014090909,0.001,0.055560335
-0.010151515,-0.014090909,0.001,0.058876954
-0.009848485,-0.014090909,0.001,0.06214484
-0.009545455,-0.014090909,0.001,0.065321498
-0.009242424,-0.014090909,0.001,0.06836478
-0.008939394,-0.014090909,0.001,0.071234505
-0.008636364,-0.014090909,0.001,0.073893774
-0.008333333,-0.014090909,0.001,0.076309848
-0.008030303,-0.014090909,0.001,0.078454557
-0.007727273,-0.014090909,0.001,0.080304274
-0.007424242,-0.014090909,0.001,0.08183955
-0.007121212,-0.014090909,0.001,0.08304452
-0.006818182,-0.014090909,0.001,0.083906198
-0.006515152,-0.014090909,0.001,0.084413749
-0.006212121,-0.014090909,0.001,0.084557811
-0.005909091,-0.014090909,0.001,0.084329903
-0.005606061,-0.014090909,0.001,0.083721957
-0.00530303,-0.014090909,0.001,0.082725976
-0.005,-0.014090909,0.001,0.081333837
-0.00469697,-0.014090909,0.001,0.079537237
-0.004393939,-0.014090909,0.001,0.077327795
-0.004090909,-0.014090909,0.001,0.074697313
-0.003787879,-0.014090909,0.001,0.071638217
-0.003484848,-0.014090909,0.001,0.068144182
-0.003181818,-0.014090909,0.001,0.064210967
-0.002878788,-0.014090909,0.001,0.059837438
-0.002575758,-0.014090909,0.001,0.055026801
-0.002272727,-0.014090909,0.001,0.049787965
-0.001969697,-0.014090909,0.001,0.044136994
-0.001666667,-0.014090909,0.001,0.038098486
-0.001363636,-0.014090909,0.001,0.031706722
-0.001060606,-0.014090909,0.001,0.025006353
-0.000757576,-0.014090909,0.001,0.018052406
-0.000454545,-0.014090909,0.001,0.010909423
-0.000151515,-0.014090909,0.001,0.003649646
0.000151515,-0.014090909,0.001,-0.003649646
0.000454545,-0.014090909,0.001,-0.010909423
0.000757576,-0.014090909,0.001,-0.018052406
0.001060606,-0.014090909,0.001,-0.025006353
0.001363636,-0.014090909,0.001,-0.031706722
0.001666667,-0.014090909,0.001,-0.038098486
0.001969697,-0.014090909,0.001,-0.044136994
0.002272727,-0.014090909,0.001,-0.049787965
0.002575758,-0.014090909,0.001,-0.055026801
0.002878788,-0.014090909,0.001,-0.059837438
0.003181818,-0.014090909,0.001,-0.064210967
0.003484848,-0.014090909,0.001,-0.068144182
0.003787879,-0.014090909,0.001,-0.071638217
0.004090909,-0.014090909,0.001,-0.074697313
0.004393939,-0.014090909,0.001,-0.077327795
0.00469697,-0.014090909,0.001,-0.079537237
0.005,-0.014090909,0.001,-0.081333837
0.00530303,-0.014090909,0.001,-0.082725976
0.005606061,-0.014090909,0.001,-0.083721957
0.005909091,-0.014090909,0.001,-0.084329903
0.006212121,-0.014090909,0.001,-0.084557811
0.006515152,-0.014090909,0.001,-0.084413749
0.006818182,-0.014090909,0.001,-0.083906198
0.007121212,-0.014090909,0.001,-0.08304452
0.007424242,-0.014090909,0.001,-0.08183955
0.007727273,-0.014090909,0.001,-0.080304274
0.008030303,-0.014090909,0.001,-0.078454557
0.008333333,-0.014090909,0.001,-0.076309848
0.008636364,-0.014090909,0.001,-0.073893774
0.008939394,-0.014090909,0.001,-0.071234505
0.009242424,-0.014090909,0.001,-0.06836478
0.009545455,-0.014090909,0.001,-0.065321498
0.009848485,-0.014090909,0.001,-0.06214484
0.010151515,-0.014090909,0.001,-0.058876954
0.010454545,-0.014090909,0.001,-0.055560335
0.010757576,-0.014090909,0.001,-0.052236092
0.011060606,-0.014090909,0.001,-0.048942326
0.011363636,-0.014090909,0.001,-0.045712808
0.011666667,-0.014090909,0.001,-0.042576086
0.011969697,-0.014090909,0.001,-0.039555072
0.012272727,-0.014090909,0.001,-0.036667049
0.012575758,-0.014090909,0.001,-0.033924026
0.012878788,-0.014090909,0.001,-0.031333322
0.013181818,-0.014090909,0.001,-0.028898269
0.013484848,-0.014090909,0.001,-0.026618942
0.013787879,-0.014090909,0.001,-0.024492859
0.014090909,-0.014090909,0.001,-0.022515615
0.014393939,-0.014090909,0.001,-0.020681419
0.01469697,-0.014090909,0.001,-0.018983543
0.015,-0.014090909,0.001,-0.017414682
-0.015,-0.013787879,0.001,0.017908695
-0.01469697,-0.013787879,0.001,0.019579151
-0.014393939,-0.013787879,0.001,0.021394781
-0.014090909,-0.013787879,0.001,0.023365121
-0.013787879,-0.013787879,0.001,0.025499328
-0.013484848,-0.013787879,0.001,0.027805779
-0.013181818,-0.013787879,0.001,0.030291556
-0.012878788,-0.013787879,0.001,0.032961793
-0.012575758,-0.013787879,0.001,0.035818879
-0.012272727,-0.013787879,0.001,0.038861534
-0.011969697,-0.013787879,0.001,0.04208379
-0.011666667,-0.013787879,0.001,0.045473954
-0.011363636,-0.013787879,0.001,0.049013678
-0.011060606,-0.013787879,0.001,0.052677301
-0.010757576,-0.013787879,0.001,0.056431644
-0.010454545,-0.013787879,0.001,0.060236431
-0.010151515,-0.013787879,0.001,0.064045433
-0.009848485,-0.013787879,0.001,0.067808282
-0.009545455,-0.013787879,0.001,0.07147279
-0.009242424,-0.013787879,0.001,0.074987437
-0.008939394,-0.013787879,0.001,0.078303678
-0.008636364,-0.013787879,0.001,0.081377754
-0.008333333,-0.013787879,0.001,0.084171814
-0.008030303,-0.013787879,0.001,0.086654313
-0.007727273,-0.013787879,0.001,0.088799785
-0.007424242,-0.013787879,0.001,0.090588156
-0.007121212,-0.013787879,0.001,0.092003784
-0.006818182,-0.013787879,0.001,0.093034398
-0.006515152,-0.013787879,0.001,0.09367006
-0.006212121,-0.013787879,0.001,0.093902234
-0.005909091,-0.013787879,0.001,0.093722993
-0.005606061,-0.013787879,0.001,0.09312441
-0.00530303,-0.013787879,0.001,0.09209811
-0.005,-0.013787879,0.001,0.090635004
-0.00469697,-0.013787879,0.001,0.088725186
-0.004393939,-0.013787879,0.001,0.086358023
-0.004090909,-0.013787879,0.001,0.083522423
-0.003787879,-0.013787879,0.001,0.080207316
-0.003484848,-0.013787879,0.001,0.076402381
-0.003181818,-0.013787879,0.001,0.072099023
-0.002878788,-0.013787879,0.001,0.067291649
-0.002575758,-0.013787879,0.001,0.061979233
-0.002272727,-0.013787879,0.001,0.056167154
-0.001969697,-0.013787879,0.001,0.049869219
-0.001666667,-0.013787879,0.001,0.043109727
-0.001363636,-0.013787879,0.001,0.035925316
-0.001060606,-0.013787879,0.001,0.028366264
-0.000757576,-0.013787879,0.001,0.020496883
-0.000454545,-0.013787879,0.001,0.012394647
-0.000151515,-0.013787879,0.001,0.004147886
0.000151515,-0.013787879,0.001,-0.004147886
0.000454545,-0.013787879,0.001,-0.012394647
0.000757576,-0.013787879,0.001,-0.020496883
0.001060606,-0.013787879,0.001,-0.028366264
0.001363636,-0.013787879,0.001,-0.035925316
0.001666667,-0.013787879,0.001,-0.043109727
0.001969697,-0.013787879,0.001,-0.049869219
0.002272727,-0.013787879,0.001,-0.056167154
0.002575758,-0.013787879,0.001,-0.061979233
0.002878788,-0.013787879,0.001,-0.067291649
0.003181818,-0.013787879,0.001,-0.072099023
0.003484848,-0.013787879,0.001,-0.076402381
0.003787879,-0.013787879,0.001,-0.080207316
0.004090909,-0.013787879,0.001,-0.083522423
0.004393939,-0.013787879,0.001,-0.086358023
0.00469697,-0.013787879,0.001,-0.088725186
0.005,-0.013787879,0.001,-0.090635004
0.00530303,-0.013787879,0.001,-0.09209811
0.005606061,-0.013787879,0.001,-0.09312441
0.005909091,-0.013787879,0.001,-0.093722993
0.006212121,-0.013787879,0.001,-0.093902234
0.006515152,-0.013787879,0.001,-0.09367006
0.006818182,-0.013787879,0.001,-0.093034398
0.007121212,-0.013787879,0.001,-0.092003784
0.007424242,-0.013787879,0.001,-0.090588156
0.007727273,-0.013787879,0.001,-0.088799785
0.008030303,-0.013787879,0.001,-0.086654313
0.008333333,-0.013787879,0.001,-0.084171814
0.008636364,-0.013787879,0.001,-0.081377754
0.008939394,-0.013787879,0.001,-0.078303678
0.009242424,-0.013787879,0.001,-0.074987437
0.009545455,-0.013787879,0.001,-0.07147279
0.009848485,-0.013787879,0.001,-0.067808282
0.010151515,-0.013787879,0.001,-0.064045433
0.010454545,-0.013787879,0.001,-0.060236431
0.010757576,-0.013787879,0.001,-0.056431644
0.011060606,-0.013787879,0.001,-0.052677301
0.011363636,-0.013787879,0.001,-0.049013678
0.011666667,-0.013787879,0.001,-0.045473954
0.011969697,-0.013787879,0.001,-0.04208379
0.012272727,-0.013787879,0.001,-0.038861534
0.012575758,-0.013787879,0.001,-0.035818879
0.012878788,-0.013787879,0.001,-0.032961793
0.013181818,-0.013787879,0.001,-0.030291556
0.013484848,-0.013787879,0.001,-0.027805779
0.013787879,-0.013787879,0.001,-0.025499328
0.014090909,-0.013787879,0.001,-0.023365121
0.014393939,-0.013787879,0.001,-0.021394781
0.01469697,-0.013787879,0.001,-0.019579151
0.015,-0.013787879,0.001,-0.017908695
-0.015,-0.013484848,0.001,0.018358992
-0.01469697,-0.013484848,0.001,0.020132038
-0.014393939,-0.013484848,0.001,0.022067758
-0.014090909,-0.013484848,0.001,0.02417836
-0.013787879,-0.013484848,0.001,0.026475977
-0.013484848,-0.013484848,0.001,0.02897225
-0.013181818,-0.013484848,0.001,0.03167775
-0.012878788,-0.013484848,0.001,0.034601211
-0.012575758,-0.013484848,0.001,0.037748552
-0.012272727,-0.013484848,0.001,0.041121672
-0.011969697,-0.013484848,0.001,0.044717053
-0.011666667,-0.013484848,0.001,0.048524247
-0.011363636,-0.013484848,0.001,0.052524413
-0.011060606,-0.013484848,0.001,0.056689139
-0.010757576,-0.013484848,0.001,0.060979864
-0.010454545,-0.013484848,0.001,0.065348203
-0.010151515,-0.013484848,0.001,0.069737389
-0.009848485,-0.013484848,0.001,0.07408481
-0.009545455,-0.013484848,0.001,0.078325384
-0.009242424,-0.013484848,0.001,0.082395231
-0.008939394,-0.013484848,0.001,0.086235028
-0.008636364,-0.013484848,0.001,0.089792542
-0.008333333,-0.013484848,0.001,0.093024039
-0.008030303,-0.013484848,0.001,0.095894579
-0.007727273,-0.013484848,0.001,0.098377395
-0.007424242,-0.013484848,0.001,0.100452673
-0.007121212,-0.013484848,0.001,0.102106033
-0.006818182,-0.013484848,0.001,0.103326971
-0.006515152,-0.013484848,0.001,0.104107404
-0.006212121,-0.013484848,0.001,0.104440426
-0.005909091,-0.013484848,0.001,0.104319292
-0.005606061,-0.013484848,0.001,0.103736645
-0.00530303,-0.013484848,0.001,0.102683961
-0.005,-0.013484848,0.001,0.101151203
-0.00469697,-0.013484848,0.001,0.099126673
-0.004393939,-0.013484848,0.001,0.096597064
-0.004090909,-0.013484848,0.001,0.093547723
-0.003787879,-0.013484848,0.001,0.089963156
-0.003484848,-0.013484848,0.001,0.085827818
-0.003181818,-0.013484848,0.001,0.081127238
-0.002878788,-0.013484848,0.001,0.075849543
-0.002575758,-0.013484848,0.001,0.069987407
-0.002272727,-0.013484848,0.001,0.063540468
-0.001969697,-0.013484848,0.001,0.056518116
-0.001666667,-0.013484848,0.001,0.048942525
-0.001363636,-0.013484848,0.001,0.040851574
-0.001060606,-0.013484848,0.001,0.032301188
-0.000757576,-0.013484848,0.001,0.023366486
-0.000454545,-0.013484848,0.001,0.014141098
-0.000151515,-0.013484848,0.001,0.004734271
0.000151515,-0.013484848,0.001,-0.004734271
0.000454545,-0.013484848,0.001,-0.014141098
0.000757576,-0.013484848,0.001,-0.023366486
0.001060606,-0.013484848,0.001,-0.032301188
0.001363636,-0.013484848,0.001,-0.040851574
0.001666667,-0.013484848,0.001,-0.048942525
0.001969697,-0.013484848,0.001,-0.056518116
0.002272727,-0.013484848,0.001,-0.063540468
0.002575758,-0.013484848,0.001,-0.069987407
0.002878788,-0.013484848,0.001,-0.075849543
0.003181818,-0.013484848,0.001,-0.081127238
0.003484848,-0.013484848,0.001,-0.085827818
0.003787879,-0.013484848,0.001,-0.089963156
0.004090909,-0.013484848,0.001,-0.093547723
0.004393939,-0.013484848,0.001,-0.096597064
0.00469697,-0.013484848,0.001,-0.099126673
0.005,-0.013484848,0.001,-0.101151203
0.00530303,-0.013484848,0.001,-0.102683961
0.005606061,-0.013484848,0.001,-0.103736645
0.005909091,-0.013484848,0.001,-0.104319292
0.006212121,-0.013484848,0.001,-0.104440426
0.006515152,-0.013484848,0.001,-0.104107404
0.006818182,-0.013484848,0.001,-0.103326971
0.007121212,-0.013484848,0.001,-0.102106033
0.007424242,-0.013484848,0.001,-0.100452673
0.007727273,-0.013484848,0.001,-0.098377395
0.008030303,-0.013484848,0.001,-0.095894579
0.008333333,-0.013484848,0.001,-0.093024039
0.008636364,-0.013484848,0.001,-0.089792542
0.008939394,-0.013484848,0.001,-0.086235028
0.009242424,-0.013484848,0.001,-0.082395231
0.009545455,-0.013484848,0.001,-0.078325384
0.009848485,-0.013484848,0.001,-0.07408481
0.010151515,-0.013484848,0.001,-0.069737389
0.010454545,-0.013484848,0.001,-0.065348203
0.010757576,-0.013484848,0.001,-0.060979864
0.011060606,-0.013484848,0.001,-0.056689139
0.011363636,-0.013484848,0.001,-0.052524413
0.011666667,-0.013484848,0.001,-0.048524247
0.011969697,-0.013484848,0.001,-0.044717053
0.012272727,-0.013484848,0.001,-0.041121672
0.012575758,-0.013484848,0.001,-0.037748552
