x,y,z,fy
0.005909091,-0.010454545,0.001,-0.310705738
0.006212121,-0.010454545,0.001,-0.309966122
0.006515152,-0.010454545,0.001,-0.308336559
0.006818182,-0.010454545,0.001,-0.305761589
0.007121212,-0.010454545,0.001,-0.302157383
0.007424242,-0.010454545,0.001,-0.297405765
0.007727273,-0.010454545,0.001,-0.291345932
0.008030303,-0.010454545,0.001,-0.283763745
0.008333333,-0.010454545,0.001,-0.274379668
0.008636364,-0.010454545,0.001,-0.262840507
0.008939394,-0.010454545,0.001,-0.24873158
0.009242424,-0.010454545,0.001,-0.231653328
0.009545455,-0.010454545,0.001,-0.211447715
0.009848485,-0.010454545,0.001,-0.1886265
0.010151515,-0.010454545,0.001,-0.164704185
0.010454545,-0.010454545,0.001,-0.141736006
0.010757576,-0.010454545,0.001,-0.121234322
0.011060606,-0.010454545,0.001,-0.103706552
0.011363636,-0.010454545,0.001,-0.088988057
0.011666667,-0.010454545,0.001,-0.076670287
0.011969697,-0.010454545,0.001,-0.066327016
0.012272727,-0.010454545,0.001,-0.057590731
0.012575758,-0.010454545,0.001,-0.050164518
0.012878788,-0.010454545,0.001,-0.043813456
0.013181818,-0.010454545,0.001,-0.038352132
0.013484848,-0.010454545,0.001,-0.033633384
0.013787879,-0.010454545,0.001,-0.029539371
0.014090909,-0.010454545,0.001,-0.02597478
0.014393939,-0.010454545,0.001,-0.022861742
0.01469697,-0.010454545,0.001,-0.020136029
0.015,-0.010454545,0.001,-0.017744193
-0.015,-0.010151515,0.001,0.016897354
-0.01469697,-0.010151515,0.001,0.019252192
-0.014393939,-0.010151515,0.001,0.021943435
-0.014090909,-0.010151515,0.001,0.025026028
-0.013787879,-0.010151515,0.001,0.028566252
-0.013484848,-0.010151515,0.001,0.032644829
-0.013181818,-0.010151515,0.001,0.037361121
-0.012878788,-0.010151515,0.001,0.042838844
-0.012575758,-0.010151515,0.001,0.049233903
-0.012272727,-0.010151515,0.001,0.056745105
-0.011969697,-0.010151515,0.001,0.065628484
-0.011666667,-0.010151515,0.001,0.076215149
-0.011363636,-0.010151515,0.001,0.088928948
-0.011060606,-0.010151515,0.001,0.104288071
-0.010757576,-0.010151515,0.001,0.122840057
-0.010454545,-0.010151515,0.001,0.144909916
-0.010151515,-0.010151515,0.001,0.170029513
-0.009848485,-0.010151515,0.001,0.196379243
-0.009545455,-0.010151515,0.001,0.221358122
-0.009242424,-0.010151515,0.001,0.243144402
-0.008939394,-0.010151515,0.001,0.261265602
-0.008636364,-0.010151515,0.001,0.276040095
-0.008333333,-0.010151515,0.001,0.288006396
-0.008030303,-0.010151515,0.001,0.297671108
-0.007727273,-0.010151515,0.001,0.305443691
-0.007424242,-0.010151515,0.001,0.311637756
-0.007121212,-0.010151515,0.001,0.316488405
-0.006818182,-0.010151515,0.001,0.32016963
-0.006515152,-0.010151515,0.001,0.322808074
-0.006212121,-0.010151515,0.001,0.324493046
-0.005909091,-0.010151515,0.001,0.325283535
-0.005606061,-0.010151515,0.001,0.325212892
-0.00530303,-0.010151515,0.001,0.324291689
-0.005,-0.010151515,0.001,0.322509152
-0.00469697,-0.010151515,0.001,0.319833398
-0.004393939,-0.010151515,0.001,0.316210492
-0.004090909,-0.010151515,0.001,0.311562244
-0.003787879,-0.010151515,0.001,0.305782569
-0.003484848,-0.010151515,0.001,0.298732103
-0.003181818,-0.010151515,0.001,0.290230461
-0.002878788,-0.010151515,0.001,0.280045293
-0.002575758,-0.010151515,0.001,0.267876987
-0.002272727,-0.010151515,0.001,0.25333755
-0.001969697,-0.010151515,0.001,0.235922225
-0.001666667,-0.010151515,0.001,0.214973964
-0.001363636,-0.010151515,0.001,0.189648189
-0.001060606,-0.010151515,0.001,0.158909698
-0.000757576,-0.010151515,0.001,0.1216627
-0.000454545,-0.010151515,0.001,0.077254582
-0.000151515,-0.010151515,0.001,0.02661709
0.000151515,-0.010151515,0.001,-0.02661709
0.000454545,-0.010151515,0.001,-0.077254582
0.000757576,-0.010151515,0.001,-0.1216627
0.001060606,-0.010151515,0.001,-0.158909698
0.001363636,-0.010151515,0.001,-0.189648189
0.001666667,-0.010151515,0.001,-0.214973964
0.001969697,-0.010151515,0.001,-0.235922225
0.002272727,-0.010151515,0.001,-0.25333755
0.002575758,-0.010151515,0.001,-0.267876987
0.002878788,-0.010151515,0.001,-0.280045293
0.003181818,-0.010151515,0.001,-0.290230461
0.003484848,-0.010151515,0.001,-0.298732103
0.003787879,-0.010151515,0.001,-0.305782569
0.004090909,-0.010151515,0.001,-0.311562244
0.004393939,-0.010151515,0.001,-0.316210492
0.00469697,-0.010151515,0.001,-0.319833398
0.005,-0.010151515,0.001,-0.322509152
0.00530303,-0.010151515,0.001,-0.324291689
0.005606061,-0.010151515,0.001,-0.325212892
0.005909091,-0.010151515,0.001,-0.325283535
0.006212121,-0.010151515,0.001,-0.324493046
0.006515152,-0.010151515,0.001,-0.322808074
0.006818182,-0.010151515,0.001,-0.32016963
0.007121212,-0.010151515,0.001,-0.316488405
0.007424242,-0.010151515,0.001,-0.311637756
0.007727273,-0.010151515,0.001,-0.305443691
0.008030303,-0.010151515,0.001,-0.297671108
0.008333333,-0.010151515,0.001,-0.288006396
0.008636364,-0.010151515,0.001,-0.276040095
0.008939394,-0.010151515,0.001,-0.261265602
0.009242424,-0.010151515,0.001,-0.243144402
0.009545455,-0.010151515,0.001,-0.221358122
0.009848485,-0.010151515,0.001,-0.196379243
0.010151515,-0.010151515,0.001,-0.170029513
0.010454545,-0.010151515,0.001,-0.144909916
0.010757576,-0.010151515,0.001,-0.122840057
0.011060606,-0.010151515,0.001,-0.104288071
0.011363636,-0.010151515,0.001,-0.088928948
0.011666667,-0.010151515,0.001,-0.076215149
0.011969697,-0.010151515,0.001,-0.065628484
0.012272727,-0.010151515,0.001,-0.056745105
0.012575758,-0.010151515,0.001,-0.049233903
0.012878788,-0.010151515,0.001,-0.042838844
0.013181818,-0.010151515,0.001,-0.037361121
0.013484848,-0.010151515,0.001,-0.032644829
0.013787879,-0.010151515,0.001,-0.028566252
0.014090909,-0.010151515,0.001,-0.025026028
0.014393939,-0.010151515,0.001,-0.021943435
0.01469697,-0.010151515,0.001,-0.019252192
0.015,-0.010151515,0.001,-0.016897354
-0.015,-0.009848485,0.001,0.015872315
-0.01469697,-0.009848485,0.001,0.018163548
-0.014393939,-0.009848485,0.001,0.020788588
-0.014090909,-0.009848485,0.001,0.023802487
-0.013787879,-0.009848485,0.001,0.027271672
-0.013484848,-0.009848485,0.001,0.031277054
-0.013181818,-0.009848485,0.001,0.035918226
-0.012878788,-0.009848485,0.001,0.041319178
-0.012575758,-0.009848485,0.001,0.047636136
-0.012272727,-0.009848485,0.001,0.055068276
-0.011969697,-0.009848485,0.001,0.06387205
-0.011666667,-0.009848485,0.001,0.074379024
-0.011363636,-0.009848485,0.001,0.087013554
-0.011060606,-0.009848485,0.001,0.102294374
-0.010757576,-0.009848485,0.001,0.120769606
-0.010454545,-0.009848485,0.001,0.142764873
-0.010151515,-0.009848485,0.001,0.167812684
-0.009848485,-0.009848485,0.001,0.194094093
-0.009545455,-0.009848485,0.001,0.219008768
-0.009242424,-0.009848485,0.001,0.240735638
-0.008939394,-0.009848485,0.001,0.258802897
-0.008636364,-0.009848485,0.001,0.273529582
-0.008333333,-0.009848485,0.001,0.285454852
-0.008030303,-0.009848485,0.001,0.295085929
-0.007727273,-0.009848485,0.001,0.302832863
-0.007424242,-0.009848485,0.001,0.309009819
-0.007121212,-0.009848485,0.001,0.313852408
-0.006818182,-0.009848485,0.001,0.317535087
-0.006515152,-0.009848485,0.001,0.320184911
-0.006212121,-0.009848485,0.001,0.321891545
-0.005909091,-0.009848485,0.001,0.322714276
-0.005606061,-0.009848485,0.001,0.322686687
-0.00530303,-0.009848485,0.001,0.321819515
-0.005,-0.009848485,0.001,0.320102084
-0.00469697,-0.009848485,0.001,0.31750253
-0.004393939,-0.009848485,0.001,0.313966863
-0.004090909,-0.009848485,0.001,0.309416755
-0.003787879,-0.009848485,0.001,0.303745902
-0.003484848,-0.009848485,0.001,0.296814633
-0.003181818,-0.009848485,0.001,0.28844217
-0.002878788,-0.009848485,0.001,0.27839568
-0.002575758,-0.009848485,0.001,0.266374981
-0.002272727,-0.009848485,0.001,0.251991422
-0.001969697,-0.009848485,0.001,0.234739507
-0.001666667,-0.009848485,0.001,0.213961364
-0.001363636,-0.009848485,0.001,0.188811522
-0.001060606,-0.009848485,0.001,0.158253818
-0.000757576,-0.009848485,0.001,0.121191443
-0.000454545,-0.009848485,0.001,0.076970721
-0.000151515,-0.009848485,0.001,0.026522289
0.000151515,-0.009848485,0.001,-0.026522289
0.000454545,-0.009848485,0.001,-0.076970721
0.000757576,-0.009848485,0.001,-0.121191443
0.001060606,-0.009848485,0.001,-0.158253818
0.001363636,-0.009848485,0.001,-0.188811522
0.001666667,-0.009848485,0.001,-0.213961364
0.001969697,-0.009848485,0.001,-0.234739507
0.002272727,-0.009848485,0.001,-0.251991422
0.002575758,-0.009848485,0.001,-0.266374981
0.002878788,-0.009848485,0.001,-0.27839568
0.003181818,-0.009848485,0.001,-0.28844217
0.003484848,-0.009848485,0.001,-0.296814633
0.003787879,-0.009848485,0.001,-0.303745902
0.004090909,-0.009848485,0.001,-0.309416755
0.004393939,-0.009848485,0.001,-0.313966863
0.00469697,-0.009848485,0.001,-0.31750253
0.005,-0.009848485,0.001,-0.320102084
0.00530303,-0.009848485,0.001,-0.321819515
0.005606061,-0.009848485,0.001,-0.322686687
0.005909091,-0.009848485,0.001,-0.322714276
0.006212121,-0.009848485,0.001,-0.321891545
0.006515152,-0.009848485,0.001,-0.320184911
0.006818182,-0.009848485,0.001,-0.317535087
0.007121212,-0.009848485,0.001,-0.313852408
0.007424242,-0.009848485,0.001,-0.309009819
0.007727273,-0.009848485,0.001,-0.302832863
0.008030303,-0.009848485,0.001,-0.295085929
0.008333333,-0.009848485,0.001,-0.285454852
0.008636364,-0.009848485,0.001,-0.273529582
0.008939394,-0.009848485,0.001,-0.258802897
0.009242424,-0.009848485,0.001,-0.240735638
0.009545455,-0.009848485,0.001,-0.219008768
0.009848485,-0.009848485,0.001,-0.194094093
0.010151515,-0.009848485,0.001,-0.167812684
0.010454545,-0.009848485,0.001,-0.142764873
0.010757576,-0.009848485,0.001,-0.120769606
0.011060606,-0.009848485,0.001,-0.102294374
0.011363636,-0.009848485,0.001,-0.087013554
0.011666667,-0.009848485,0.001,-0.074379024
0.011969697,-0.009848485,0.001,-0.06387205
0.012272727,-0.009848485,0.001,-0.055068276
0.012575758,-0.009848485,0.001,-0.047636136
0.012878788,-0.009848485,0.001,-0.041319178
0.013181818,-0.009848485,0.001,-0.035918226
0.013484848,-0.009848485,0.001,-0.031277054
0.013787879,-0.009848485,0.001,-0.027271672
0.014090909,-0.009848485,0.001,-0.023802487
0.014393939,-0.009848485,0.001,-0.020788588
0.01469697,-0.009848485,0.001,-0.018163548
0.015,-0.009848485,0.001,-0.015872315
-0.015,-0.009545455,0.001,0.014667573
-0.01469697,-0.009545455,0.001,0.016868208
-0.014393939,-0.009545455,0.001,0.019394872
-0.014090909,-0.009545455,0.001,0.022301336
-0.013787879,-0.009545455,0.001,0.025652265
-0.013484848,-0.009545455,0.001,0.029526089
-0.013181818,-0.009545455,0.001,0.034018811
-0.012878788,-0.009545455,0.001,0.039249096
-0.012575758,-0.009545455,0.001,0.045365072
-0.012272727,-0.009545455,0.001,0.052553262
-0.011969697,-0.009545455,0.001,0.061049836
-0.011666667,-0.009545455,0.001,0.071153094
-0.011363636,-0.009545455,0.001,0.083232074
-0.011060606,-0.009545455,0.001,0.097714641
-0.010757576,-0.009545455,0.001,0.115011099
-0.010454545,-0.009545455,0.001,0.135287939
-0.010151515,-0.009545455,0.001,0.158039669
-0.009848485,-0.009545455,0.001,0.181755919
-0.009545455,-0.009545455,0.001,0.204383451
-0.009242424,-0.009545455,0.001,0.224409797
-0.008939394,-0.009545455,0.001,0.241325233
-0.008636364,-0.009545455,0.001,0.255289789
-0.008333333,-0.009545455,0.001,0.266704969
-0.008030303,-0.009545455,0.001,0.275987322
-0.007727273,-0.009545455,0.001,0.283491823
-0.007424242,-0.009545455,0.001,0.289499672
-0.007121212,-0.009545455,0.001,0.29422655
-0.006818182,-0.009545455,0.001,0.29783466
-0.006515152,-0.009545455,0.001,0.300443421
-0.006212121,-0.009545455,0.001,0.302137736
-0.005909091,-0.009545455,0.001,0.302973963
-0.005606061,-0.009545455,0.001,0.302983978
-0.00530303,-0.009545455,0.001,0.30217771
-0.005,-0.009545455,0.001,0.300544396
-0.00469697,-0.009545455,0.001,0.298052736
-0.004393939,-0.009545455,0.001,0.294649969
-0.004090909,-0.009545455,0.001,0.290259815
-0.003787879,-0.009545455,0.001,0.284779114
-0.003484848,-0.009545455,0.001,0.27807288
-0.003181818,-0.009545455,0.001,0.269967297
-0.002878788,-0.009545455,0.001,0.260240027
-0.002575758,-0.009545455,0.001,0.248606994
-0.002272727,-0.009545455,0.001,0.234704816
-0.001969697,-0.009545455,0.001,0.218068542
-0.001666667,-0.009545455,0.001,0.19810686
-0.001363636,-0.009545455,0.001,0.174085013
-0.001060606,-0.009545455,0.001,0.145148688
-0.000757576,-0.009545455,0.001,0.110476856
-0.000454545,-0.009545455,0.001,0.069734284
-0.000151515,-0.009545455,0.001,0.023927828
0.000151515,-0.009545455,0.001,-0.023927828
0.000454545,-0.009545455,0.001,-0.069734284
0.000757576,-0.009545455,0.001,-0.110476856
0.001060606,-0.009545455,0.001,-0.145148688
0.001363636,-0.009545455,0.001,-0.174085013
0.001666667,-0.009545455,0.001,-0.19810686
0.001969697,-0.009545455,0.001,-0.218068542
0.002272727,-0.009545455,0.001,-0.234704816
0.002575758,-0.009545455,0.001,-0.248606994
0.002878788,-0.009545455,0.001,-0.260240027
0.003181818,-0.009545455,0.001,-0.269967297
0.003484848,-0.009545455,0.001,-0.27807288
0.003787879,-0.009545455,0.001,-0.284779114
0.004090909,-0.009545455,0.001,-0.290259815
0.004393939,-0.009545455,0.001,-0.294649969
0.00469697,-0.009545455,0.001,-0.298052736
0.005,-0.009545455,0.001,-0.300544396
0.00530303,-0.009545455,0.001,-0.30217771
0.005606061,-0.009545455,0.001,-0.302983978
0.005909091,-0.009545455,0.001,-0.302973963
0.006212121,-0.009545455,0.001,-0.302137736
0.006515152,-0.009545455,0.001,-0.300443421
0.006818182,-0.009545455,0.001,-0.29783466
0.007121212,-0.009545455,0.001,-0.29422655
0.007424242,-0.009545455,0.001,-0.289499672
0.007727273,-0.009545455,0.001,-0.283491823
0.008030303,-0.009545455,0.001,-0.275987322
0.008333333,-0.009545455,0.001,-0.266704969
0.008636364,-0.009545455,0.001,-0.255289789
0.008939394,-0.009545455,0.001,-0.241325233
0.009242424,-0.009545455,0.001,-0.224409797
0.009545455,-0.009545455,0.001,-0.204383451
0.009848485,-0.009545455,0.001,-0.181755919
0.010151515,-0.009545455,0.001,-0.158039669
0.010454545,-0.009545455,0.001,-0.135287939
0.010757576,-0.009545455,0.001,-0.115011099
0.011060606,-0.009545455,0.001,-0.097714641
0.011363636,-0.009545455,0.001,-0.083232074
0.011666667,-0.009545455,0.001,-0.071153094
0.011969697,-0.009545455,0.001,-0.061049836
0.012272727,-0.009545455,0.001,-0.052553262
0.012575758,-0.009545455,0.001,-0.045365072
0.012878788,-0.009545455,0.001,-0.039249096
0.013181818,-0.009545455,0.001,-0.034018811
0.013484848,-0.009545455,0.001,-0.029526089
0.013787879,-0.009545455,0.001,-0.025652265
0.014090909,-0.009545455,0.001,-0.022301336
0.014393939,-0.009545455,0.001,-0.019394872
0.01469697,-0.009545455,0.001,-0.016868208
0.015,-0.009545455,0.001,-0.014667573
-0.015,-0.009242424,0.001,0.013284509
-0.01469697,-0.009242424,0.001,0.015367932
-0.014393939,-0.009242424,0.001,0.017764654
-0.014090909,-0.009242424,0.001,0.020525899
-0.013787879,-0.009242424,0.001,0.023712866
-0.013484848,-0.009242424,0.001,0.027399157
-0.013181818,-0.009242424,0.001,0.031673902
-0.012878788,-0.009242424,0.001,0.03664577
-0.012575758,-0.009242424,0.001,0.042448002
-0.012272727,-0.009242424,0.001,0.049244478
-0.011969697,-0.009242424,0.001,0.057236214
-0.011666667,-0.009242424,0.001,0.066666155
-0.011363636,-0.009242424,0.001,0.077816151
-0.011060606,-0.009242424,0.001,0.090981239
-0.010757576,-0.009242424,0.001,0.106391044
-0.010454545,-0.009242424,0.001,0.124038617
-0.010151515,-0.009242424,0.001,0.143431334
-0.009848485,-0.009242424,0.001,0.16346773
-0.009545455,-0.009242424,0.001,0.182746533
-0.009242424,-0.009242424,0.001,0.200164244
-0.008939394,-0.009242424,0.001,0.215224127
-0.008636364,-0.009242424,0.001,0.227912968
-0.008333333,-0.009242424,0.001,0.238451853
-0.008030303,-0.009242424,0.001,0.247124827
-0.007727273,-0.009242424,0.001,0.254200089
-0.007424242,-0.009242424,0.001,0.259903982
-0.007121212,-0.009242424,0.001,0.264417627
-0.006818182,-0.009242424,0.001,0.267881288
-0.006515152,-0.009242424,0.001,0.270400347
-0.006212121,-0.009242424,0.001,0.27205072
-0.005909091,-0.009242424,0.001,0.272883116
-0.005606061,-0.009242424,0.001,0.272926077
-0.00530303,-0.009242424,0.001,0.272187909
-0.005,-0.009242424,0.001,0.270657628
-0.00469697,-0.009242424,0.001,0.268305002
-0.004393939,-0.009242424,0.001,0.265079688
-0.004090909,-0.009242424,0.001,0.260909432
-0.003787879,-0.009242424,0.001,0.255697195
-0.003484848,-0.009242424,0.001,0.249317024
-0.003181818,-0.009242424,0.001,0.241608366
-0.002878788,-0.009242424,0.001,0.232368521
-0.002575758,-0.009242424,0.001,0.22134292
-0.002272727,-0.009242424,0.001,0.208213299
-0.001969697,-0.009242424,0.001,0.192584911
-0.001666667,-0.009242424,0.001,0.17397712
-0.001363636,-0.009242424,0.001,0.151829566
-0.001060606,-0.009242424,0.001,0.125553691
-0.000757576,-0.009242424,0.001,0.094689966
-0.000454545,-0.009242424,0.001,0.059250235
-0.000151515,-0.009242424,0.001,0.020215886
0.000151515,-0.009242424,0.001,-0.020215886
0.000454545,-0.009242424,0.001,-0.059250235
0.000757576,-0.009242424,0.001,-0.094689966
0.001060606,-0.009242424,0.001,-0.125553691
0.001363636,-0.009242424,0.001,-0.151829566
0.001666667,-0.009242424,0.001,-0.17397712
0.001969697,-0.009242424,0.001,-0.192584911
0.002272727,-0.009242424,0.001,-0.208213299
0.002575758,-0.009242424,0.001,-0.22134292
0.002878788,-0.009242424,0.001,-0.232368521
0.003181818,-0.009242424,0.001,-0.241608366
0.003484848,-0.009242424,0.001,-0.249317024
0.003787879,-0.009242424,0.001,-0.255697195
0.004090909,-0.009242424,0.001,-0.260909432
0.004393939,-0.009242424,0.001,-0.265079688
0.00469697,-0.009242424,0.001,-0.268305002
0.005,-0.009242424,0.001,-0.270657628
0.00530303,-0.009242424,0.001,-0.272187909
0.005606061,-0.009242424,0.001,-0.272926077
0.005909091,-0.009242424,0.001,-0.272883116
0.006212121,-0.009242424,0.001,-0.27205072
0.006515152,-0.009242424,0.001,-0.270400347
0.006818182,-0.009242424,0.001,-0.267881288
0.007121212,-0.009242424,0.001,-0.264417627
0.007424242,-0.009242424,0.001,-0.259903982
0.007727273,-0.009242424,0.001,-0.254200089
0.008030303,-0.009242424,0.001,-0.247124827
0.008333333,-0.009242424,0.001,-0.238451853
0.008636364,-0.009242424,0.001,-0.227912968
0.008939394,-0.009242424,0.001,-0.215224127
0.009242424,-0.009242424,0.001,-0.200164244
0.009545455,-0.009242424,0.001,-0.182746533
0.009848485,-0.009242424,0.001,-0.16346773
0.010151515,-0.009242424,0.001,-0.143431334
0.010454545,-0.009242424,0.001,-0.124038617
0.010757576,-0.009242424,0.001,-0.106391044
0.011060606,-0.009242424,0.001,-0.090981239
0.011363636,-0.009242424,0.001,-0.077816151
0.011666667,-0.009242424,0.001,-0.066666155
0.011969697,-0.009242424,0.001,-0.057236214
0.012272727,-0.009242424,0.001,-0.049244478
0.012575758,-0.009242424,0.001,-0.042448002
0.012878788,-0.009242424,0.001,-0.03664577
0.013181818,-0.009242424,0.001,-0.031673902
0.013484848,-0.009242424,0.001,-0.027399157
0.013787879,-0.009242424,0.001,-0.023712866
0.014090909,-0.009242424,0.001,-0.020525899
0.014393939,-0.009242424,0.001,-0.017764654
0.01469697,-0.009242424,0.001,-0.015367932
0.015,-0.009242424,0.001,-0.013284509
-0.015,-0.008939394,0.001,0.011727264
-0.01469697,-0.008939394,0.001,0.013667929
-0.014393939,-0.008939394,0.001,0.015904679
-0.014090909,-0.008939394,0.001,0.018485159
-0.013787879,-0.008939394,0.001,0.021465748
-0.013484848,-0.008939394,0.001,0.024913444
-0.013181818,-0.008939394,0.001,0.028908153
-0.012878788,-0.008939394,0.001,0.033545413
-0.012575758,-0.008939394,0.001,0.038939457
-0.012272727,-0.008939394,0.001,0.045226222
-0.011969697,-0.008939394,0.001,0.052565223
-0.011666667,-0.008939394,0.001,0.061137727
-0.011363636,-0.008939394,0.001,0.071135729
-0.011060606,-0.008939394,0.001,0.082731323
-0.010757576,-0.008939394,0.001,0.096011369
-0.010454545,-0.008939394,0.001,0.11086872
-0.010151515,-0.008939394,0.001,0.126882913
-0.009848485,-0.008939394,0.001,0.143299067
-0.009545455,-0.008939394,0.001,0.159210969
-0.009242424,-0.008939394,0.001,0.173861789
-0.008939394,-0.008939394,0.001,0.186827122
-0.008636364,-0.008939394,0.001,0.19799382
-0.008333333,-0.008939394,0.001,0.207440554
-0.008030303,-0.008939394,0.001,0.215328888
-0.007727273,-0.008939394,0.001,0.221837727
-0.007424242,-0.008939394,0.001,0.227132429
-0.007121212,-0.008939394,0.001,0.231353448
-0.006818182,-0.008939394,0.001,0.234614103
-0.006515152,-0.008939394,0.001,0.237001962
-0.006212121,-0.008939394,0.001,0.238581256
-0.005909091,-0.008939394,0.001,0.239395216
-0.005606061,-0.008939394,0.001,0.239467913
-0.00530303,-0.008939394,0.001,0.238805485
-0.005,-0.008939394,0.001,0.237396692
-0.00469697,-0.008939394,0.001,0.235212826
-0.004393939,-0.008939394,0.001,0.232206948
-0.004090909,-0.008939394,0.001,0.228312409
-0.003787879,-0.008939394,0.001,0.223440604
-0.003484848,-0.008939394,0.001,0.217477852
-0.003181818,-0.008939394,0.001,0.210281331
-0.002878788,-0.008939394,0.001,0.201674044
-0.002575758,-0.008939394,0.001,0.191439029
-0.002272727,-0.008939394,0.001,0.179313608
-0.001969697,-0.008939394,0.001,0.164985848
-0.001666667,-0.008939394,0.001,0.148098365
-0.001363636,-0.008939394,0.001,0.128270505
-0.001060606,-0.008939394,0.001,0.105159653
-0.000757576,-0.008939394,0.001,0.078591965
-0.000454545,-0.008939394,0.001,0.048779902
-0.000151515,-0.008939394,0.001,0.016560833
0.000151515,-0.008939394,0.001,-0.016560833
0.000454545,-0.008939394,0.001,-0.048779902
0.000757576,-0.008939394,0.001,-0.078591965
0.001060606,-0.008939394,0.001,-0.105159653
0.001363636,-0.008939394,0.001,-0.128270505
0.001666667,-0.008939394,0.001,-0.148098365
0.001969697,-0.008939394,0.001,-0.164985848
0.002272727,-0.008939394,0.001,-0.179313608
0.002575758,-0.008939394,0.001,-0.191439029
0.002878788,-0.008939394,0.001,-0.201674044
0.003181818,-0.008939394,0.001,-0.210281331
0.003484848,-0.008939394,0.001,-0.217477852
0.003787879,-0.008939394,0.001,-0.223440604
0.004090909,-0.008939394,0.001,-0.228312409
0.004393939,-0.008939394,0.001,-0.232206948
0.00469697,-0.008939394,0.001,-0.235212826
0.005,-0.008939394,0.001,-0.237396692
0.00530303,-0.008939394,0.001,-0.238805485
0.005606061,-0.008939394,0.001,-0.239467913
0.005909091,-0.008939394,0.001,-0.239395216
0.006212121,-0.008939394,0.001,-0.238581256
0.006515152,-0.008939394,0.001,-0.237001962
0.006818182,-0.008939394,0.001,-0.234614103
0.007121212,-0.008939394,0.001,-0.231353448
0.007424242,-0.008939394,0.001,-0.227132429
0.007727273,-0.008939394,0.001,-0.221837727
0.008030303,-0.008939394,0.001,-0.215328888
0.008333333,-0.008939394,0.001,-0.207440554
0.008636364,-0.008939394,0.001,-0.19799382
0.008939394,-0.008939394,0.001,-0.186827122
0.009242424,-0.008939394,0.001,-0.173861789
0.009545455,-0.008939394,0.001,-0.159210969
0.009848485,-0.008939394,0.001,-0.143299067
0.010151515,-0.008939394,0.001,-0.126882913
0.010454545,-0.008939394,0.001,-0.11086872
0.010757576,-0.008939394,0.001,-0.096011369
0.011060606,-0.008939394,0.001,-0.082731323
0.011363636,-0.008939394,0.001,-0.071135729
0.011666667,-0.008939394,0.001,-0.061137727
0.011969697,-0.008939394,0.001,-0.052565223
0.012272727,-0.008939394,0.001,-0.045226222
0.012575758,-0.008939394,0.001,-0.038939457
0.012878788,-0.008939394,0.001,-0.033545413
0.013181818,-0.008939394,0.001,-0.028908153
0.013484848,-0.008939394,0.001,-0.024913444
0.013787879,-0.008939394,0.001,-0.021465748
0.014090909,-0.008939394,0.001,-0.018485159
0.014393939,-0.008939394,0.001,-0.015904679
0.01469697,-0.008939394,0.001,-0.013667929
0.015,-0.008939394,0.001,-0.011727264
-0.015,-0.008636364,0.001,0.010002464
-0.01469697,-0.008636364,0.001,0.01177646
-0.014393939,-0.008636364,0.001,0.013825481
-0.014090909,-0.008636364,0.001,0.016192849
-0.013787879,-0.008636364,0.001,0.018929222
-0.013484848,-0.008636364,0.001,0.022093905
-0.013181818,-0.008636364,0.001,0.0257563
-0.012878788,-0.008636364,0.001,0.029997411
-0.012575758,-0.008636364,0.001,0.034911137
-0.012272727,-0.008636364,0.001,0.040604772
-0.011969697,-0.008636364,0.001,0.047197537
-0.011666667,-0.008636364,0.001,0.054814889
-0.011363636,-0.008636364,0.001,0.063574747
-0.011060606,-0.008636364,0.001,0.073560086
-0.010757576,-0.008636364,0.001,0.084773003
-0.010454545,-0.008636364,0.001,0.097074068
-0.010151515,-0.008636364,0.001,0.110133009
-0.009848485,-0.008636364,0.001,0.123440158
-0.009545455,-0.008636364,0.001,0.136409743
-0.009242424,-0.008636364,0.001,0.148530251
-0.008939394,-0.008636364,0.001,0.159467688
-0.008636364,-0.008636364,0.001,0.169076947
-0.008333333,-0.008636364,0.001,0.177352385
-0.008030303,-0.008636364,0.001,0.184367023
-0.007727273,-0.008636364,0.001,0.190226407
-0.007424242,-0.008636364,0.001,0.195040959
-0.007121212,-0.008636364,0.001,0.198911894
-0.006818182,-0.008636364,0.001,0.201925155
-0.006515152,-0.008636364,0.001,0.204149495
-0.006212121,-0.008636364,0.001,0.205636438
-0.005909091,-0.008636364,0.001,0.206420921
-0.005606061,-0.008636364,0.001,0.206522017
-0.00530303,-0.008636364,0.001,0.205943463
-0.005,-0.008636364,0.001,0.204673838
-0.00469697,-0.008636364,0.001,0.202686352
-0.004393939,-0.008636364,0.001,0.199938189
-0.004090909,-0.008636364,0.001,0.196369393
-0.003787879,-0.008636364,0.001,0.191901271
-0.003484848,-0.008636364,0.001,0.186434333
-0.003181818,-0.008636364,0.001,0.179845825
-0.002878788,-0.008636364,0.001,0.171987089
-0.002575758,-0.008636364,0.001,0.162681282
-0.002272727,-0.008636364,0.001,0.151722604
-0.001969697,-0.008636364,0.001,0.138879437
-0.001666667,-0.008636364,0.001,0.123905861
-0.001363636,-0.008636364,0.001,0.106569317
-0.001060606,-0.008636364,0.001,0.086705487
-0.000757576,-0.008636364,0.001,0.064310195
-0.000454545,-0.008636364,0.001,0.039660717
-0.000151515,-0.008636364,0.001,0.013414381
0.000151515,-0.008636364,0.001,-0.013414381
0.000454545,-0.008636364,0.001,-0.039660717
0.000757576,-0.008636364,0.001,-0.064310195
